-0.010549	0.205533	0.978528	0.011316
-0.010598	0.205544	0.978526	0.011193
-0.010646	0.205556	0.978525	0.011070
-0.010695	0.205568	0.978523	0.010948
-0.010743	0.205580	0.978522	0.010825
-0.010792	0.205591	0.978520	0.010703
-0.010840	0.205603	0.978518	0.010580
-0.010889	0.205615	0.978517	0.010458
-0.010937	0.205627	0.978515	0.010335
-0.010986	0.205638	0.978513	0.010213
-0.011034	0.205650	0.978511	0.010090
-0.011083	0.205662	0.978510	0.009967
-0.011131	0.205673	0.978508	0.009845
-0.011180	0.205685	0.978506	0.009722
-0.011228	0.205697	0.978504	0.009600
-0.011276	0.205708	0.978502	0.009477
-0.011325	0.205720	0.978501	0.009355
-0.011373	0.205732	0.978499	0.009232
-0.011422	0.205743	0.978497	0.009110
-0.011470	0.205755	0.978495	0.008987
-0.011519	0.205767	0.978493	0.008865
-0.011567	0.205779	0.978491	0.008742
-0.011616	0.205790	0.978489	0.008619
-0.011664	0.205802	0.978487	0.008497
-0.011713	0.205813	0.978485	0.008374
-0.011761	0.205825	0.978483	0.008252
-0.011810	0.205837	0.978481	0.008129
-0.011858	0.205848	0.978479	0.008007
-0.011907	0.205860	0.978477	0.007884
-0.011955	0.205872	0.978475	0.007762
-0.012004	0.205883	0.978473	0.007639
-0.012052	0.205895	0.978471	0.007516
-0.012101	0.205907	0.978469	0.007394
-0.012149	0.205918	0.978467	0.007271
-0.012197	0.205930	0.978465	0.007149
-0.012246	0.205942	0.978462	0.007026
-0.012294	0.205953	0.978460	0.006904
-0.012343	0.205965	0.978458	0.006781
-0.012391	0.205976	0.978456	0.006659
-0.012440	0.205988	0.978454	0.006536
-0.012488	0.206000	0.978451	0.006413
-0.012537	0.206011	0.978449	0.006291
-0.012585	0.206023	0.978447	0.006168
-0.012634	0.206034	0.978445	0.006046
-0.012682	0.206046	0.978442	0.005923
-0.012731	0.206058	0.978440	0.005801
-0.012779	0.206069	0.978438	0.005678
-0.012828	0.206081	0.978435	0.005556
-0.012876	0.206092	0.978433	0.005433
-0.012925	0.206104	0.978430	0.005310
-0.012973	0.206115	0.978428	0.005188
-0.013021	0.206127	0.978426	0.005065
-0.013070	0.206139	0.978423	0.004943
-0.013118	0.206150	0.978421	0.004820
-0.013167	0.206162	0.978418	0.004698
-0.013215	0.206173	0.978416	0.004575
-0.013264	0.206185	0.978413	0.004453
-0.013312	0.206196	0.978411	0.004330
-0.013361	0.206208	0.978408	0.004207
-0.013409	0.206219	0.978405	0.004085
