-0.003112	-0.977627	0.209639	0.016959
-0.003242	-0.977628	0.209634	0.016915
-0.003372	-0.977630	0.209628	0.016872
-0.003502	-0.977631	0.209623	0.016829
-0.003632	-0.977633	0.209617	0.016785
-0.003763	-0.977634	0.209612	0.016742
-0.003893	-0.977636	0.209606	0.016698
-0.004023	-0.977637	0.209600	0.016655
-0.004153	-0.977638	0.209595	0.016612
-0.004284	-0.977640	0.209589	0.016568
-0.004414	-0.977641	0.209584	0.016525
-0.004544	-0.977642	0.209578	0.016482
-0.004674	-0.977644	0.209573	0.016438
-0.004804	-0.977645	0.209567	0.016395
-0.004935	-0.977646	0.209561	0.016351
-0.005065	-0.977648	0.209556	0.016308
-0.005195	-0.977649	0.209550	0.016265
-0.005325	-0.977650	0.209545	0.016221
-0.005455	-0.977651	0.209539	0.016178
-0.005586	-0.977652	0.209533	0.016135
-0.005586	-0.977652	0.209533	0.016135
-0.005716	-0.977654	0.209528	0.016091
-0.005846	-0.977655	0.209522	0.016048
-0.005976	-0.977656	0.209516	0.016004
-0.006107	-0.977657	0.209511	0.015961
-0.006237	-0.977658	0.209505	0.015918
-0.006367	-0.977659	0.209500	0.015874
-0.006497	-0.977660	0.209494	0.015831
-0.006627	-0.977661	0.209488	0.015788
-0.006758	-0.977662	0.209483	0.015744
-0.006888	-0.977663	0.209477	0.015701
-0.007018	-0.977664	0.209471	0.015657
-0.007148	-0.977665	0.209466	0.015614
-0.007278	-0.977666	0.209460	0.015571
-0.007409	-0.977667	0.209454	0.015527
-0.007539	-0.977668	0.209449	0.015484
-0.007669	-0.977669	0.209443	0.015441
-0.007799	-0.977670	0.209437	0.015397
-0.007930	-0.977671	0.209432	0.015354
-0.008060	-0.977671	0.209426	0.015310
-0.008060	-0.977671	0.209426	0.015310
-0.008190	-0.977672	0.209420	0.015267
-0.008320	-0.977673	0.209414	0.015224
-0.008450	-0.977674	0.209409	0.015180
-0.008581	-0.977675	0.209403	0.015137
-0.008711	-0.977675	0.209397	0.015093
